"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"묵1동주민센터 주민사랑방",묵1동주민센터,기타,토+일,09:00,18:00,00:00,00:00,Y,2,10000원,1,5000,10,51.5,,인터넷,,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.6124145800,127.0784640000,2023-08-25
"묵1동주민센터 회의실",묵1동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,Y,2,10000원,1,5000,20,96.8,,인터넷,,서울특별시 중랑구 공릉로2가길 5,서울특별시 중랑구 묵동 174-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.6124145800,127.0784640000,2023-08-25
"묵1동주민센터 자치회관 별관 생활체육실",묵1동자치회관별관,다목적실,토+일,09:00,18:00,00:00,00:00,Y,2,10000원,1,5000,30,109.5,,인터넷,,서울특별시 중랑구 공릉로12가길 6 수정빌딩 3층,서울특별시 중랑구 묵동 55-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.6124145800,127.0784640000,2023-08-25
"묵1동주민센터 자치회관 별관 강의실",묵1동자치회관별관,강의교육실,토+일,09:00,18:00,00:00,00:00,Y,2,10000원,1,5000,10,35.5,,인터넷,,서울특별시 중랑구 공릉로12가길 6 수정빌딩 3층,서울특별시 중랑구 묵동 55-3,서울특별시 중랑구 묵1동주민센터,,02-2094-6415,,37.6124145800,127.0784640000,2023-08-25
"면목본동주민센터 세미나실",면목본동주민센터,강의실,토+일,10:00,20:20,00:00,00:00,Y,2,10000원,1,5000,80,212.04,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6023,,37.5873556100,127.0875552000,2023-08-25
"면목본동주민센터 교양강좌실",면목본동주민센터,강의실,토+일,09:00,20:30,00:00,00:00,Y,2,10000원,1,5000,20,96.12,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6023,,37.5873556100,127.0875552000,2023-08-25
"면목본동주민센터 사랑방",면목본동주민센터,강의실,일,10:00,19:30,11:00,16:00,Y,2,10000원,1,5000,20,41,,인터넷,,서울특별시 중랑구 면목로 397,서울특별시 중랑구 면목동 115-18,서울특별시 중랑구 면목본동주민센터,,02-2094-6023,,37.5873556100,127.0875552000,2023-08-25
"면목7동주민센터 다목적실",면목7동주민센터,다목적실,토+일,18:00,21:00,00:00,00:00,Y,2,10000원,1,5000,20,40,,인터넷,,서울특별시 중랑구 사가정로 52길13,서울특별시 중랑구 면목동 634-21,서울특별시 중랑구 면목7동주민센터,,02-2094-6225,,37.5790136600,127.0869510000,2023-08-25
"면목5동주민센터 자치회관 대강당",면목5동주민센터,강당,토+일,09:00,21:00,00:00,00:00,Y,3,10000원,1,5000,60,147.15,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6172,,37.5857450000,127.0794820000,2023-08-25
"면목5동주민센터 주민사랑방",면목5동주민센터,기타,토+일,09:00,21:00,00:00,00:00,Y,3,10000원,1,5000,10,13.5,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6172,,37.5857450000,127.0794820000,2023-08-25
"면목5동주민센터 창작교실",면목5동주민센터,기타,토+일,09:00,21:00,00:00,00:00,Y,3,10000원,1,5000,20,34.5,,인터넷,,서울특별시 중랑구 동일로 619,서울특별시 중랑구 면목동 175-18,서울특별시 중랑구 면목5동주민센터,,02-2094-6172,,37.5857450000,127.0794820000,2023-08-25
"면목4동주민센터 다목적실",면목4동주민센터,다목적실,일,09:00,21:00,10:00,13:00,Y,2,10000원,1,5000,35,80,,인터넷,,서울특별시 중랑구 면목로 246,서울특별시 중랑구 면목동 378-9,서울특별시 중랑구 면목4동주민센터,,02-2094-6139,,37.5747015100,127.0856085000,2023-08-25
"면목4동주민센터 자치카페",면목4동주민센터,다목적실,일,09:00,18:00,10:00,13:00,Y,2,10000원,1,5000,10,60,,인터넷,,서울특별시 중랑구 면목로 246,서울특별시 중랑구 면목동 378-9,서울특별시 중랑구 면목4동주민센터,,02-2094-6139,,37.5747015100,127.0856085000,2023-08-25
"면목3·8동주민센터 회의실",면목3·8동주민센터,회의실,일,09:00,21:00,10:00,18:00,Y,3,15000원,1,5000,50,138.6,,인터넷,,서울특별시 중랑구 사가정로 51길 48,서울특별시 중랑구 면목동 498-6,서울특별시 중랑구 면목3·8동주민센터,,02-2094-6111,,37.5829203000,127.0880560000,2023-08-25
"면목3·8동주민센터 다목적실",면목3·8동주민센터,다목적실,일,09:00,21:00,10:00,18:00,Y,3,15000원,1,5000,30,110,,인터넷,,서울특별시 중랑구 사가정로 51길 48,서울특별시 중랑구 면목동 498-6,서울특별시 중랑구 면목3·8동주민센터,,02-2094-6111,,37.5829203000,127.0880560000,2023-08-25
"면목2동주민센터 2층 새늘실",면목2동주민센터,다목적실,토+일,09:00,21:00,00:00,00:00,Y,2,10000원,1,5000,20,52,,인터넷,,서울특별시 중랑구 동일로 101길 20-15,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124000,127.0788106000,2023-08-25
"면목2동주민센터 3층 관람실",면목2동주민센터,다목적실,토+일,10:00,21:00,00:00,00:00,Y,2,10000원,1,5000,30,95,,인터넷,,서울특별시 중랑구 동일로 101길 20-15,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124000,127.0788106000,2023-08-25
"면목2동주민센터 3층 사랑방",면목2동주민센터,다목적실,토+일,10:00,21:00,00:00,00:00,Y,2,10000원,1,5000,10,40,,인터넷,,서울특별시 중랑구 동일로 101길 20-15,서울특별시 중랑구 면목동 180-8,서울특별시 중랑구 면목2동주민센터,,02-2094-6053,,37.5891124000,127.0788106000,2023-08-25
"망우본동주민센터 다목적실",망우본동주민센터,다목적실,일,09:00,21:00,09:00,17:00,Y,1,10000원,1,10000,35,160.59,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6513,,37.6005607400,127.1014872000,2023-08-25
"망우본동주민센터 교양강좌실",망우본동주민센터,강의실,일,09:00,21:00,09:00,17:00,Y,1,5000원,1,5000,45,67.76,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6513,,37.6005607400,127.1014872000,2023-08-25
"망우본동주민센터 지하 문화강좌실",망우본동주민센터,강의실,일,09:00,21:00,09:00,17:00,Y,1,5000원,1,5000,20,106.22,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6513,,37.6005607400,127.1014872000,2023-08-25
"망우본동주민센터 지하 생활체육실",망우본동주민센터,강의실,일,09:00,21:00,09:00,17:00,Y,1,5000원,1,5000,25,108.87,,인터넷,,서울특별시 중랑구 망우로 67길 10,서울특별시 중랑구 망우동 340-17,서울특별시 중랑구 망우본동주민센터,,02-2094-6513,,37.6005607400,127.1014872000,2023-08-25
"망우3동주민센터 대강당",망우3동주민센터,다목적실,토+일,09:00,21:00,00:00,00:00,Y,2,10000원,1,5000,35,139.51,,인터넷,,서울특별시 중랑구 겸재로61길 40 성은교회,서울특별시 중랑구 망우동 529-2,서울특별시 중랑구 망우3동주민센터,,02-2094-6533,,37.5935487800,127.0944279000,2023-08-25
"망우3동주민센터 프로그램실",망우3동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,2,5000원,1,5000,20,58,,인터넷,,서울특별시 중랑구 겸재로61길 40 성은교회,서울특별시 중랑구 망우동 529-2,서울특별시 중랑구 망우3동주민센터,,02-2094-6533,,37.5935487800,127.0944279000,2023-08-25
