"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"광희동 주민센터 강당(5층)",광희동 주민센터,강당,일+공휴일,09:00,21:00,10:00,18:00,Y,,,,,50,240,음향장비+책상+의자+빔프로젝터+냉난방설비,전화+방문,,서울특별시 중구 퇴계로 303-9,,서울특별시 중구청,광희동주민센터,02-3396-6654,http://www.junggu.seoul.kr/dong/gwanghui/main.do,37.564461,127.005039,2023-09-25
"신당동 주민센터 배움누리2(5층)",신당동 주민센터,강당,일+공휴일,09:00,21:00,10:00,17:00,Y,,,,,40,128,책상+의자+냉난방설비+빔프로젝터,전화+방문,,서울특별시 중구 다산로33가길 3,,서울특별시 중구청,신당동주민센터,02-3396-8443,http://www.junggu.seoul.kr/dong/sindang/main.do,37.56268964,127.0139655,2023-09-25
"다산동 주민센터 다산마루(3층)",다산동 주민센터,기타,일+공휴일,09:00,21:00,09:00,18:00,Y,,,,,24,132,방송장비+유무선마이크+빔프로젝터+책상+의자+냉난방설비,전화+방문,,서울특별시 중구 동호로15길 50,,서울특별시 중구청,다산동주민센터,02-3396-6748,http://www.junggu.seoul.kr/dong/dasan/main.do,37.554332,127.008293,2023-09-25
"다산동 주민센터 대강당(1층)",다산동 주민센터,강당,일+공휴일,09:00,21:00,09:00,18:00,Y,,,,,50,182,방송장비+유무선마이크+빔프로젝터_책상+의자+냉난방설비,전화+방문,,서울특별시 중구 동호로15길 50,,서울특별시 중구청,다산동주민센터,02-3396-6748,http://www.junggu.seoul.kr/dong/dasan/main.do,37.554332,127.008293,2023-09-25
"약수동 주민센터 강당(4층)",약수동 주민센터,강당,일+공휴일,09:00,21:00,09:00,18:00,Y,,,,,30,250.56,방송장비+유무선마이크+의자+냉난방설비+빔프로젝터,전화+방문,,서울특별시 중구 다산로92,,서울특별시 중구청,약수동주민센터,02-3396-8522,http://www.junggu.seoul.kr/dong/yaksoo/main.do,37.552472,127.008994,2023-09-25
"약수동 약수터(1층)",약수동 약수터,강의실,화+토+일+공휴일,09:00,18:00,00:00,00:00,Y,,,,,24,180,의자+냉난방설비+빔프로젝터+화이트보드,전화+방문,,서울특별시 중구 다산로94,,서울특별시 중구청,약수동주민센터,02-3396-8522,http://www.junggu.seoul.kr/dong/yaksoo/main.do,37.55261553,127.0090894,2023-09-25
"청구동 주민센터 회의실(2층)",청구동 주민센터,회의실,일+공휴일,09:00,21:00,09:00,18:00,Y,,,,,10,44,테이블+의자+빔프로젝터+냉난방설비,전화+방문,,서울특별시 중구 청구로3길 55,,서울특별시 중구청,청구동주민센터,02-3396-6978,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.014617,2023-09-25
"청구동 주민센터 패밀리카페(3층)",청구동 주민센터,기타,일+공휴일,09:00,21:00,09:00,18:00,Y,,,,,30,108,책상+의자+빔프로젝터+음향시설+냉난방설비,전화+방문,,서울특별시 중구 청구로3길 55,,서울특별시 중구청,청구동주민센터,02-3396-6978,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.014617,2023-09-25
"청구동 주민센터 문화마당강당(1층)",청구동 문화마당,강당,토+일+공휴일,09:00,18:00,00:00,00:00,Y,,,,,40,250,음향시설+냉난방설비,전화+방문,,서울특별시 중구 청구로3길 55,,서울특별시 중구청,청구동주민센터,02-3396-6978,http://www.junggu.seoul.kr/dong/cheonggu/main.do,37.55706761,127.014617,2023-09-25
"신당5동 주민센터 다목적실(B1)",신당5동 주민센터,강당,일+공휴일,09:00,20:00,10:00,17:00,Y,,,,,10,114,빔프로젝터+냉난방설비,전화+방문,,서울특별시 중구 다산로44길 85,,서울특별시 중구청,신당5동주민센터,02-3396-6835,http://www.junggu.seoul.kr/dong/sindang5/main.do,37.565128,127.021868,2023-09-25
"신당5동 주민센터 강당(3층)",신당5동 주민센터,강당,일+공휴일,09:00,20:00,10:00,17:00,Y,,,,,40,221,방송장비+유선마이크+빔프로젝터+의자+냉난방설비,전화+방문,,서울특별시 중구 다산로44길 85,,서울특별시 중구청,신당5동주민센터,02-3396-6835,http://www.junggu.seoul.kr/dong/sindang5/main.do,37.565128,127.021868,2023-09-25
"신당5동 주민센터 회의실(2층)",신당5동 주민센터,회의실,일+공휴일,09:00,20:00,10:00,17:00,Y,,,,,10,48,책상+의자+냉난방설비,전화+방문,,서울특별시 중구 다산로44길 85,,서울특별시 중구청,신당5동주민센터,02-3396-6835,http://www.junggu.seoul.kr/dong/sindang5/main.do,37.565128,127.021868,2023-09-25
"동화동 주민센터 다목적강당(B1)",동화동 주민센터,강당,일+공휴일,09:00,21:00,10:00,18:00,Y,,,,,50,391,빔프로젝터+스크린+스피커+무선마이크,전화+방문,,서울특별시 중구 다산로36길 100,,서울특별시 중구청,동화동주민센터,02-3396-8463,http://www.junggu.seoul.kr/dong/donghwa/main.do,37.559982,127.019421,2023-09-25
"황학동 주민센터 강당(4층)",황학동 주민센터,강당,일+공휴일,10:00,19:00,13:00,18:00,Y,,,,,100,270,방송장비+빔프로젝터+마이크+냉난방설비+의자+책상,전화+방문,,서울특별시 중구 난계로11길 52,,서울특별시 중구청,황학동주민센터,02-3396-6909,http://www.junggu.seoul.kr/dong/hwanghak/main.do,37.56742273,127.0213823,2023-09-25
"황학동 주민센터 미팅룸(1층)",황학동 주민센터,기타,토+일+공휴일,10:00,19:00,00:00,00:00,Y,,,,,10,20,빔프로젝터+스크린+책상+의자,전화+방문,,서울특별시 중구 난계로11길 52,,서울특별시 중구청,황학동주민센터,02-3396-6909,http://www.junggu.seoul.kr/dong/hwanghak/main.do,37.56742273,127.0213823,2023-09-25
"황학동 주민센터 카페테이블(1층)",황학동 주민센터,기타,토+일+공휴일,10:00,19:00,00:00,00:00,Y,,,,,10,50,테이블+의자,전화+방문,,서울특별시 중구 난계로11길 52,,서울특별시 중구청,황학동주민센터,02-3396-6909,http://www.junggu.seoul.kr/dong/hwanghak/main.do,37.56742273,127.0213823,2023-09-25
"황학동 주민센터 라운지(1층)",황학동 주민센터,기타,토+일+공휴일,10:00,19:00,00:00,00:00,Y,,,,,12,60,테이블+의자,전화+방문,,서울특별시 중구 난계로11길 52,,서울특별시 중구청,황학동주민센터,02-3396-6909,http://www.junggu.seoul.kr/dong/hwanghak/main.do,37.56742273,127.0213823,2023-09-25
"중림동 주민센터 대강당(B1)",중림동 주민센터,강당,일+공휴일,09:00,20:30,10:00,17:30,Y,,,,,60,151,음향시설+빔프로젝터+책상+의자,전화+방문,,서울특별시 중구 만리재로175,,서울특별시 중구청,중림동주민센터,02-3396-8472,http://www.junggu.seoul.kr/dong/jungnim/main.do,37.554753,126.964636,2023-09-25
"중림동 주민센터 다목적실(1층)",중림동 주민센터,강당,일+공휴일,09:00,20:30,10:00,17:30,Y,,,,,30,122,음향시설+빔프로젝터+책상+의자,전화+방문,,서울특별시 중구 만리재로175,,서울특별시 중구청,중림동주민센터,02-3396-8472,http://www.junggu.seoul.kr/dong/jungnim/main.do,37.554753,126.964636,2023-09-25
"중림동 주민센터 회의실(3층)",중림동 주민센터,회의실,일+공휴일,09:00,20:30,10:00,17:30,Y,,,,,20,50,책상+의자,전화+방문,,서울특별시 중구 만리재로175,,서울특별시 중구청,중림동주민센터,02-3396-8472,http://www.junggu.seoul.kr/dong/jungnim/main.do,37.554753,126.964636,2023-09-25
"중림동 실버체육센터 도란도란(B1)",중림동 실버체육센터,회의실,토+일+공휴일,10:00,17:30,00:00,00:00,Y,,,,,20,65,음향시설+빔프로젝터+책상+의자,전화+방문,,서울특별시 중구 만리재로175,,서울특별시 중구청,중림동주민센터,02-3396-8472,http://www.junggu.seoul.kr/dong/jungnim/main.do,37.554753,126.964636,2023-09-25
