"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"중곡4동주민센터 자치회관 건강증진센터",중곡4동주민센터,기타,화+목+토+일,13:00,15:00,00:00,00:00,Y,2,22500,1,7500,50,130,,전화+방문,,서울특별시 광진구 긴고랑로 131,서울특별시 광진구 중곡동 62-24,서울특별시 광진구청,중곡제4동,02-450-5135,http://yeyak.seoul.go.kr,37.55909865,127.0894329,2023-07-28
"능동주민센터 자치회관 2층 소회의실",능동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,2500,10,23,,전화+방문,,서울특별시 광진구 천호대로112길 55,서울특별시 광진구 능동 232-4,서울특별시 광진구청,능동,02-450-1125,http://yeyak.seoul.go.kr,37.5537606,127.0805521,2023-07-28
"능동주민센터 지하1층 다목적실",능동주민센터,다목적실,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,7500,10,25,,전화+방문,,서울특별시 광진구 천호대로112길 55,서울특별시 광진구 능동 232-4,서울특별시 광진구청,능동,02-450-1125,http://yeyak.seoul.go.kr,37.5537606,127.0805521451,2023-07-28
"능동주민센터 자치회관 3층 대강당",능동주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,1,45000,1,7500,100,255,,전화+방문,,서울특별시 광진구 천호대로112길 55,서울특별시 광진구 능동 232-4,서울특별시 광진구청,능동,02-450-1125,http://yeyak.seoul.go.kr,37.5537606,127.0805521,2023-07-28
"구의1동주민센터 자치회관 3층 강의실1",구의1동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,2,10000,1,3750,25,46,,전화+방문,,서울특별시 광진구 광나루로36길56,서울특별시 광진구 구의동 237-6,서울특별시 광진구청,구의제1동,02-450-5142,http://yeyak.seoul.go.kr,37.54241324,127.0856773,2023-07-28
"구의1동주민센터 자치회관 4층 대강당",구의1동주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,2,50000,1,18750,100,207,,전화+방문,,서울특별시 광진구 광나루로36길56,서울특별시 광진구 구의동 237-6,서울특별시 광진구청,구의제1동,02-450-5142,http://yeyak.seoul.go.kr,37.54241324,127.0856773,2023-07-28
"구의2동 주민센터 자치회관 2층 교육장",구의2동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,2,7500,1,7500,15,45,,전화+방문,,서울특별시 광진구 천호대로136길 55,서울특별시 광진구 구의동 63-7,서울특별시 광진구청,구의제2동,02-450-1238,http://yeyak.seoul.go.kr,37.54724133,127.0899239,2023-07-28
"구의2동주민센터 자치회관 3층 강당",구의2동주민센터,강당,금,12:00,21:00,10:00,14:00,Y,2,30000,1,10000,60,150,,전화+방문,,서울특별시 광진구 천호대로136길 55,서울특별시 광진구 구의동 63-7,서울특별시 광진구청,구의제2동,02-450-1238,http://yeyak.seoul.go.kr,37.54724133,127.0899239,2023-07-28
"구의3동주민센터 자치회관 대강당",구의3동주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,1,20000,1,10000,100,158,,전화+방문,,서울특별시 광진구 강변역로 17,서울특별시 광진구 구의동 587-29,서울특별시 광진구청,구의제3동,02-450-5157,http://yeyak.seoul.go.kr,37.53799342,127.0919847,2023-07-28
"광장동주민센터 자치회관 2층 주민사랑방(광나루카페)",광장동주민센터,기타,토+일,09:00,20:30,00:00,00:00,Y,2,7500,1,2500,15,27,,전화+방문,,서울특별시 광진구 광장로 52,서울특별시 광진구 광장동 248-24,서울특별시 광진구청,광장동,02-450-1263,http://yeyak.seoul.go.kr,37.54688276,127.1030098,2023-07-28
"광장동주민센터 자치회관 3층 대강당",광장동주민센터,강당,토+일,09:00,20:30,00:00,00:00,Y,2,30000,1,10000,50,177,,전화+방문,,서울특별시 광진구 광장로 52,서울특별시 광진구 광장동 248-24,서울특별시 광진구청,광장동,02-450-1263,http://yeyak.seoul.go.kr,37.54688276,127.1030098,2023-07-28
"자양1동주민센터 자치회관 3층 테라스 카페",자양1동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,7500,25,45,,전화+방문,,서울특별시 광진구 자양로13길 37,서울특별시 광진구 자양동 630-1,서울특별시 광진구청,자양제1동,02-450-1285,http://yeyak.seoul.go.kr,37.53449795,127.0823949,2023-07-28
"자양1동주민센터 자치회관 2층 회의실",자양1동주민센터,기타,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,7500,6,8,,전화+방문,,서울특별시 광진구 자양로13길 37,서울특별시 광진구 자양동 630-1,서울특별시 광진구청,자양제1동,02-450-1285,http://yeyak.seoul.go.kr,37.53449795,127.0823949,2023-07-28
"자양1동주민센터 자치회관 3층 강당",자양1동주민센터,강당,토+일+공휴일,09:00,18:00,00:00,00:00,Y,1,20000,1,10000,80,174,,전화+방문,,서울특별시 광진구 자양로13길 37,서울특별시 광진구 자양동 630-1,서울특별시 광진구청,자양제1동,02-450-1285,http://yeyak.seoul.go.kr,37.53449795,127.0823949,2023-07-28
"자양2동주민센터 자치회관 3층 회의실",자양2동주민센터,회의실,연중무휴,09:00,21:00,09:00,13:00,Y,1,15000,1,5000,30,130,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,http://yeyak.seoul.go.kr,37.52879933,127.0843875,2023-07-28
"자양2동주민센터 자치회관 4층 강당",자양2동주민센터,강당,연중무휴,09:00,21:00,09:00,13:00,Y,1,30000,1,10000,150,168,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,http://yeyak.seoul.go.kr,37.52879933,127.0843875,2023-07-28
"자양2동주민센터 자치회관 3ㅊ층 공부방",자양2동주민센터,기타,연중무휴,09:00,21:00,09:00,13:00,Y,1,15000,1,5000,10,35,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,http://yeyak.seoul.go.kr,37.5287993322,127.0843875446,2023-07-28
"자양2동주민센터 자치회관 3층 소강의실",자양2동주민센터,강의실,연중무휴,09:00,21:00,09:00,13:00,Y,1,15000,1,5000,30,30,,전화+방문,,서울특별시 광진구 자양로3가길 26,서울특별시 광진구 자양동 669-2,서울특별시 광진구청,자양제2동,02-450-1603,http://yeyak.seoul.go.kr,37.52879933,127.0843875,2023-07-28
"자양3동주민센터 자치회관 2층 강의실1",자양3동주민센터,강의실,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,2500,20,42,,전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,http://yeyak.seoul.go.kr,37.53383394,127.0729024,2023-07-28
"자양3동주민센터 자치회관 2층 강의실2",자양3동주민센터,강의실,토+일,15:00,18:00,00:00,00:00,Y,1,7500,1,2500,20,41,,전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,http://yeyak.seoul.go.kr,37.53383394,127.0729024,2023-07-28
"자양3동주민센터 자치회관 2층 회의실",자양3동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,2500,15,28,,전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,http://yeyak.seoul.go.kr,37.53383394,127.0729024251,2023-07-28
"자양3동주민센터 자치회관 3층 대강당",자양3동주민센터,강당,토+일,13:00,18:00,00:00,00:00,Y,1,15000,1,5000,40,141,,전화+방문,,서울특별시 광진구 뚝섬로 568,서울특별시 광진구 자양동 519-10,서울특별시 광진구청,자양제3동,02-450-1802,http://yeyak.seoul.go.kr,37.53383394,127.0729024,2023-07-28
"자양4동주민센터 자치회관 3층 강좌실",자양4동주민센터,강의실,화+목+토+일,09:00,21:00,00:00,00:00,Y,1,15000,1,5000,30,62,,전화+방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,http://yeyak.seoul.go.kr,37.53409779,127.0662584,2023-07-28
"자양4동주민센터 자치회관 3층 공간休",자양4동주민센터,기타,토+일,09:00,21:00,00:00,00:00,Y,1,7500,1,2500,15,31,,전화+방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,http://yeyak.seoul.go.kr,37.53409779,127.0662584,2023-07-28
"자양4동주민센터 자치회관 4층 대강당",자양4동주민센터,강당,화+토+일,09:00,21:00,00:00,00:00,Y,1,22500,1,7500,60,132,,전화+방문,,서울특별시 광진구 뚝섬로26길 58,서울특별시 광진구 자양동 63-1,서울특별시 광진구청,자양제4동,02-450-1824,http://yeyak.seoul.go.kr,37.53409779,127.0662584,2023-07-28
"화양동주민센터 자치회관 3층 회의실",화양동주민센터,회의실,연중무휴,09:00,20:00,12:00,17:00,Y,1,15000,1,5000,20,60,,전화+방문,,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,서울특별시 광진구청,화양동,02-450-1845,http://yeyak.seoul.go.kr,37.54653711,127.0713179,2023-07-28
"화양동주민센터 자치회관 4층 대강당",화양동주민센터,강당,연중무휴,09:00,20:00,12:00,17:00,Y,1,30000,1,10000,50,172,,전화+방문,,서울특별시 광진구 능동로17길 39,서울특별시 광진구 화양동 122,서울특별시 광진구청,화양동,02-450-1845,http://yeyak.seoul.go.kr,37.54653711,127.0713179,2023-07-28
"군자동주민센터 자치회관 2층 대강당",군자동주민센터,강당,토+일,09:00,18:00,00:00,00:00,Y,1,22500,1,2500,50,127,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.5555362224,127.075486,2023-07-28
"군자동주민센터 자치회관 3층 소회의실",군자동주민센터,회의실,토+일,09:00,18:00,00:00,00:00,Y,1,7500,1,2500,20,35,,전화+방문,,서울특별시 광진구 면목로 13,서울특별시 광진구 군자동 48-15,서울특별시 광진구청,군자동,02-450-1870,http://yeyak.seoul.go.kr,37.5555362224,127.075486,2023-07-28
