"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"동대문구 장안1동 문화센터 문화사랑방(2층)",장안1동주민센터,회의실,토+일+공휴일,13:00,18:00,00:00,00:00,Y,2,20000,1,10000,30,54,탁자+의자+화이트보드,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_286898,서울특별시 동대문구 장한로26가길 113,,서울특별시 동대문구청,,02-2171-6283,yeyak.seoul.go.kr/web/main.do,37.566901,127.0695125,2023-07-28
"동대문구 장안1동 문화센터 다목적실(2층)",장안1동주민센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,25,66,탁자+의자+화이트보드,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_276760,서울특별시 동대문구 장한로26가길 113,,서울특별시 동대문구청,,02-2171-6283,yeyak.seoul.go.kr/web/main.do,37.566901,127.0695125,2023-07-28
"동대문구 장안2동 주민센터(지하프로그램실)",장안2동주민센터,강의실,토+일+공휴일,15:00,18:00,00:00,00:00,Y,2,30000,1,15000,20,70,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_288069,서울특별시 동대문구 사가정로 230-1,,서울특별시 동대문구청,,02-2171-6345,yeyak.seoul.go.kr/web/main.do,37.5784319,127.0705771,2023-07-28
"동대문구 청량리동주민센터 다목적강당",청량리동주민센터,강당,토+일+공휴일,09:00,21:00,00:00,00:00,Y,2,20000,1,10000,20,130,탁자+의자+음향시설,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_276424,서울특별시 동대문구 왕산로43다길 5,,서울특별시 동대문구청,,02-2171-6363,yeyak.seoul.go.kr/web/main.do,37.5862894,127.0472296,2023-07-28
"동대문구 회기동 주민센터 지하1층 회의실",회기동주민센터,회의실,토+일+공휴일,13:00,21:00,00:00,00:00,Y,2,20000,1,10000,25,66,탁자+의자+빔프로젝트,인터넷+전화+방문,,서울특별시 동대문구 회기로25길 12-1,,서울특별시 동대문구청,,02-2171-6403,yeyak.seoul.go.kr/web/main.do,37.59080616,127.0553779,2023-07-28
"동대문구 회기동 주민센터 소강당",회기동주민센터,회의실,토+일+공휴일,13:00,17:00,00:00,00:00,Y,2,20000,1,10000,30,93,의자+전면거울,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283302,서울특별시 동대문구 회기로25길 12-1,,서울특별시 동대문구청,,02-2171-6403,yeyak.seoul.go.kr/web/main.do,37.59080616,127.0553779,2023-07-28
"동대문구 휘경1동주민센터 (4층 강당)",휘경1동주민센터,강당,토+일+공휴일,12:00,21:00,00:00,00:00,Y,2,20000,1,10000,50,100,탁자+의자+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_277907,서울특별시 동대문구 외대역동로6길 3,,서울특별시 동대문구청,,02-2171-6423,yeyak.seoul.go.kr/web/main.do,37.59291476,127.0657151,2023-07-28
"동대문구 휘경1동주민센터 창작실(4층)",휘경1동주민센터,다목적실,토+일+공휴일,09:00,21:00,00:00,00:00,Y,2,10000,1,5000,15,35,탁자+의자+화이트보드,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_286556,서울특별시 동대문구 외대역동로6길 3,,서울특별시 동대문구청,,02-2171-6423,yeyak.seoul.go.kr/web/main.do,37.59291476,127.0657151,2023-07-28
"동대문구 휘경2동 주민센터(5층 문화사랑방)",휘경2동주민센터,기타,토+일+공휴일,09:00,18:00,00:00,00:00,N,0,10000,0,5000,10,33,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283459,서울특별시 동대문구 한천로 329,,서울특별시 동대문구청,,02-2171-6443,yeyak.seoul.go.kr/web/main.do,37.5901107,127.0685658,2023-07-28
"동대문구 휘경2동 주민센터 (2층 회의실)",휘경2동주민센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,20,40,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281810,서울특별시 동대문구 한천로 329,,서울특별시 동대문구청,,02-2171-6443,yeyak.seoul.go.kr/web/main.do,37.5901107,127.0685658,2023-07-28
"동대문구 휘경2동 주민센터 (5층 다목적강당)",휘경2동주민센터,강당,토+일+공휴일,10:00,13:00,00:00,00:00,Y,2,20000,1,10000,10,33,탁자+의자+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281816,서울특별시 동대문구 한천로 329,,서울특별시 동대문구청,,02-2171-6443,yeyak.seoul.go.kr/web/main.do,37.5901107,127.0685658,2023-07-28
"동대문구 이문1동주민센터 3층 회의실",이문1동주민센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,20,65,탁자+의자+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_278206,서울특별시 동대문구 외대역동로114-1,,서울특별시 동대문구청,,02-2171-6614,yeyak.seoul.go.kr/web/main.do,37.5978135,127.0654786,2023-07-28
"동대문구 이문1동주민센터 (3층 프로그램실)",이문1동주민센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,20,53,탁자+의자+화이트보드,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_278200,서울특별시 동대문구 외대역동로114-1,,서울특별시 동대문구청,,02-2171-6614,yeyak.seoul.go.kr/web/main.do,37.5978135,127.0654786,2023-07-28
"동대문구 이문1동주민센터 (4층강당)",이문1동주민센터,강당,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,30,154,탁자+의자+빔프로젝트+음향시설,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283092,서울특별시 동대문구 외대역동로114-1,,서울특별시 동대문구청,,02-2171-6614,yeyak.seoul.go.kr/web/main.do,37.5978135,127.0654786,2023-07-28
"동대문구 이문2동 주민센터 (3층 강당)",이문2동주민센터,강당,토+일+공휴일,12:00,18:00,00:00,00:00,Y,2,20000,1,10000,80,100,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_288063,서울특별시 동대문구 신이문로27-5,,서울특별시 동대문구청,,02-2171-6503,yeyak.seoul.go.kr/web/main.do,37.6033142,127.0651101,2023-07-28
"동대문구 이문2동 주민센터 지하 다목적실",이문2동주민센터,다목적실,토+일+공휴일,14:00,18:00,00:00,00:00,Y,2,20000,1,10000,50,80,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281392,서울특별시 동대문구 신이문로27-5,,서울특별시 동대문구청,,02-2171-6503,yeyak.seoul.go.kr/web/main.do,37.6033142,127.0651101,2023-07-28
"동대문구 홍릉문화복지센터 지하 생활체육실",홍릉문화복지센터,다목적실,토+일+공휴일,08:00,20:00,00:00,00:00,Y,2,20000,1,10000,30,120,의자+음향시설,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281353,서울특별시 동대문구 홍릉로 81,,서울특별시 동대문구청,,02-2171-6363,yeyak.seoul.go.kr/web/main.do,37.58751632,127.0427076,2023-07-28
"답십리2동 청소년독서실(지층 다목적실)",답십리청소년독서실,다목적실,토+일+공휴일,09:00,21:00,00:00,00:00,Y,2,20000,1,10000,50,148,의자+음향시설+빔프로젝트,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281754,서울특별시 동대문구 답십리로 56길 15,,서울특별시 동대문구청,,02-2171-6243,yeyak.seoul.go.kr/web/main.do,37.5720484,127.0594684,2023-07-28
"답십리2동 청소년독서실(2층 스터디룸)",답십리청소년독서실,다목적실,토+일+공휴일,09:00,22:00,00:00,00:00,Y,2,10000,1,5000,5,10,탁자+의자,인터넷+전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_281754,서울특별시 동대문구 답십리로 56길 15,,서울특별시 동대문구청,,02-2171-6243,yeyak.seoul.go.kr/web/main.do,37.5720484,127.0594684,2023-07-28
"동대문청소년독서실(동아리방)",동대문청소년독서실,기타,월,09:00,23:00,10:00,23:00,Y,2,10000,1,5000,15,30,탁자+의자,전화+방문,,서울특별시 동대문구 장한로 191,,서울특별시 동대문구청,아동청소년과,02-2247-3120,,37.57716593,127.0709022,2023-07-28
"이문청소년독서실(동아리방)",이문청소년독서실,기타,월,09:00,23:00,10:00,23:00,Y,2,10000,1,5000,10,23,탁자+의자,전화+방문,,서울특별시 동대문구 이문로9길 52,,서울특별시 동대문구청,아동청소년과,02-960-1902,,37.59449625,127.0565209,2023-07-28
"동대문구 구민체육센터 대체육관",구민체육센터,기타,월+화+수+목+금,00:00,00:00,09:00,18:00,Y,2,100000,1,30000,200,767,농구장+배드민턴,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_279574,서울특별시 동대문구 장안벚꽃로 67,,서울특별시 동대문구청,구민체육센터팀,02-2247-9772,yeyak.seoul.go.kr/web/main.do,37.5665087,127.0734602,2023-07-28
"동대문구 체육관 대체육관",동대문구체육관,기타,월+화+수+목+금,00:00,00:00,07:00,21:00,Y,3,,1,200000,1500,1795,생활체육공간,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_279574,서울특별시 동대문구 답십리로 210-3,,서울특별시 동대문구청,체육관팀,02-2247-9611,yeyak.seoul.go.kr/web/main.do,37.5722856,127.0639667,2023-07-28
"동대문구 정보화도서관 (세미나실)",정보화도서관,강당,월,09:00,22:00,09:00,21:00,Y,3,30000,3,30000,20,59,탁자+의자+빔프로젝트,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_279568,서울특별시 동대문구 회기로 10길 60,,서울특별시 동대문구청,도서관운영팀,02-961-2061,yeyak.seoul.go.kr/web/main.do,37.5899245,127.0472693,2023-07-28
"동대문구 정보화도서관 (시청각실)",정보화도서관,기타,월,09:00,22:00,09:00,21:00,Y,3,30000,3,30000,20,44,탁자+의자+빔프로젝트,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_283284,서울특별시 동대문구 회기로 10길 60,,서울특별시 동대문구청,도서관운영팀,02-961-2061,yeyak.seoul.go.kr/web/main.do,37.5899245,127.0472693,2023-07-28
"동대문구 구립 동대문장애인종합복지관(다목적강당)",구립 동대문장애인종합복지관,강당,공휴일,18:00,21:00,09:00,17:00,Y,3,200000,1,100000,150,279,음향 및 냉난방 포함,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_285112,서울특별시 동대문구 청계천로 521,,서울특별시 동대문구청,운영지원팀,070-4522-4711,yeyak.seoul.go.kr/web/main.do,37.57181454,127.0340455,2023-07-28
"동대문구 구립 동대문장애인종합복지관(프로그램실)",구립 동대문장애인종합복지관,기타,공휴일,18:00,21:00,09:00,17:00,Y,3,100000,1,50000,30,65,음향 및 냉난방 포함,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_284730,서울특별시 동대문구 청계천로 521,,서울특별시 동대문구청,운영지원팀,070-4522-4711,yeyak.seoul.go.kr/web/main.do,37.57181454,127.0340455,2023-07-28
"서울한방진흥센터(3층 다목적강당)",서울한방진흥센터,강당,월,09:00,18:00,09:00,18:00,Y,2,30000,1,15000,56,131,강연대+수강용테이블+빔프로젝트,,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_282409,서울특별시 동대문구 약령중앙로 26,,서울특별시 동대문구청,경제진흥과,02-969-9241,yeyak.seoul.go.kr/web/main.do,37.58060041,127.0375866,2023-07-28
"서울한방진흥센터(약선음식체험관)",서울한방진흥센터,기타,월,09:00,18:00,09:00,18:00,Y,2,20000,1,10000,40,79.2,탁자+의자,전화+방문,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_282409,서울특별시 동대문구 약령중앙로 26,,서울특별시 동대문구청,경제진흥과,02-969-9241,yeyak.seoul.go.kr/web/main.do,37.58060041,127.0375866,2023-07-28
"마을활력소 회기한지붕 누리방",마을활력소 회기한지붕,기타,토+일+공휴일,11:00,17:00,00:00,00:00,Y,2,15000,1,7500,,8,,,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_279221,서울특별시 동대문구 회기로18길 3,,서울특별시 동대문구청,,02-2135-8151,yeyak.seoul.go.kr/web/main.do,37.5912058,127.0521176,2023-07-28
"마을활력소 회기한지붕 사랑방",마을활력소 회기한지붕,기타,토+일+공휴일,11:00,17:00,00:00,00:00,Y,2,20000,1,10000,,15.3,,,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_288030,서울특별시 동대문구 회기로18길 3,,서울특별시 동대문구청,,02-2135-8151,yeyak.seoul.go.kr/web/main.do,37.5912058,127.0521176,2023-07-28
"마을활력소 회기한지붕 책다방",마을활력소 회기한지붕,기타,토+일+공휴일,11:00,17:00,00:00,00:00,Y,2,30000,1,15000,,25.3,,,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=SVC_IMG_FILE_284185,서울특별시 동대문구 회기로18길 3,,서울특별시 동대문구청,,02-2135-8151,yeyak.seoul.go.kr/web/main.do,37.5912058,127.0521176,2023-07-28
"마을활력소 휘경아뜰리에 강당",마을활력소 휘경아뜰리에,기타,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,30000,1,15000,,52.9,,,,서울특별시 동대문구 망우로 지하55,,서울특별시 동대문구청,,02-3394-5070,yeyak.seoul.go.kr/web/main.do,37.58933321,127.0594746,2023-07-28
"마을활력소 휘경아뜰리에 카페",마을활력소 휘경아뜰리에,기타,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,,33,의자,,,서울특별시 동대문구 망우로 지하55,,서울특별시 동대문구청,,02-3394-5070,yeyak.seoul.go.kr/web/main.do,37.58933321,127.0594746,2023-07-28
"답십리영화미디어아트센터(1인미디어실1 3층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,2,12,캠코더+오디오 믹서 등,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672643250991GNDEVLMTGNPYHNK9FWSYFCS3Z.JPG,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(1인미디어실2 3층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,2,12,캠코더+오디오 믹서 등,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672643250991GNDEVLMTGNPYHNK9FWSYFCS3Z.JPG,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(라디오 스튜디오 3층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,7,20,헤드폰+헤드폰 앰프+오디오 믹서 등,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230110/1673313642862MOFT4FYW4JLVL2SDO19CJLPC1.png,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(폴리녹음실 지하1층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,5,30,마이크 2대+맥 등,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672642655218B3R415LY8NFLBX2UOWNEHFDVD.png,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(녹음실1 지하1층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,5,20,마이크 2대+맥 등,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672641571298QTZATIFRA1XRN5CZFEC71TT4T.JPG,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(녹음실2 지하1층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,5,20,마이크 2대+맥 등,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672641571298QTZATIFRA1XRN5CZFEC71TT4T.JPG,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(편집실1 지하1층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,1,6,PC 1대,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672638206193LLDUASABHA89W6H6JTLMWZ2GN.png,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(편집실2 지하1층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,1,6,PC 1대,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/1672640184789G24I2HPXXULXLE16F29JM0OBR.png,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
"답십리영화미디어아트센터(편집실3 지하1층)",답십리 영화미디어아트센터,다목적실,월+공휴일,09:30,17:30,09:30,17:30,N,2,,,,1,15,PC 2대,인터넷,https://yeyak.seoul.go.kr/cmsdata/web_upload/svc/20230102/16726407775759BIA7I4LPZJ7H6CZVXIBSGEGU.png,서울특별시 동대문구 답십리로 210-9(답십리동),,서울특별시 동대문구청,,02-2247-4007,yeyak.seoul.go.kr/web/main.do,37.57179637,127.063764,2023-07-28
