"개방시설명",개방장소명,개방시설유형구분,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,부대시설정보,신청방법구분,시설사진정보,소재지도로명주소,소재지지번주소,관리기관명,담당부서명,사용안내전화번호,홈페이지주소,위도,경도,데이터기준일자
"강서구 화곡1동주민센터 3층 프로그램실",화곡1동주민센터,강의실,일+공휴일,09:00,21:00,09:00,13:00,Y,2,20000,0.5,5000,20,48,빔프로젝트+강의용테이블+의자+화이트보드,유선 + 방문,,서울특별시 강서구 곰달래로 79,,서울특별시 강서구청,화곡1동주민센터,02-2600-7493,http://yeyak.seoul.go.kr/,37.5305085792,126.8415883,2023-08-29
"강서구 화곡1동주민센터 4층 프로그램실",화곡1동주민센터,강의실,일+공휴일,09:00,21:00,09:00,13:00,Y,2,20000,0.5,5000,40,104,빔프로젝트+마이크+강의용테이블+의자+화이트보드,유선 + 방문,,서울특별시 강서구 곰달래로 79,,서울특별시 강서구청,화곡1동주민센터,02-2600-7493,http://yeyak.seoul.go.kr/,37.5305085792,126.8415883,2023-08-29
"강서구 화곡2동 주민센터 2층 프로그램실",화곡2동주민센터,회의실,토+일+ 공휴일,09:00,21:00,00:00,00:00,Y,2,15000,1,7500,8,27,테이블+의자+화이트보드 등,방문,,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,http://yeyak.seoul.go.kr/,37.5318278393,126.8544806,2023-08-29
"강서구 화곡2동 주민센터 3층 다목적실",화곡2동주민센터,다목적실,일+공휴일,09:00,21:00,09:00,13:00,Y,2,20000,1,10000,30,92,빔프로젝트+마이크+강의용 테이블+의자+화이트보드 등,방문,,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,http://yeyak.seoul.go.kr/,37.5318278393,126.8544806,2023-08-29
"강서구 화곡2동 주민센터 3층 문화창작실",화곡2동주민센터,회의실,토+일+ 공휴일,09:00,21:00,00:00,00:00,Y,2,15000,1,7500,10,40,테이블+의자+화이트보드 등,방문,,서울특별시 강서구 곰달래로37길 13,,서울특별시 강서구청,화곡2동주민센터,02-2600-7543,http://yeyak.seoul.go.kr/,37.5318278393,126.8544806,2023-08-29
"강서구 화곡3동주민센터 2층 북카페",화곡3동주민센터,기타,일,09:00,18:00,09:00,13:00,N,,,,,20,40,테이블+의자,방문,,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,http://yeyak.seoul.go.kr/,37.5425263107,126.8384102,2023-08-29
"강서구 화곡3동주민센터 2층 프로그램실",화곡3동주민센터,회의실,일,09:00,18:00,09:00,13:00,Y,2,25000,1,12500,20,50,빔프로젝트+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,http://yeyak.seoul.go.kr/,37.5425263107,126.8384102,2023-08-29
"강서구 화곡3동주민센터 3층 다목적실",화곡3동주민센터,다목적실,일,09:00,21:00,09:00,13:00,Y,2,40000,1,20000,100,227,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 강서로33가길 17,,서울특별시 강서구청,화곡3동주민센터,02-2600-7565,http://yeyak.seoul.go.kr/,37.5425263107,126.8384102,2023-08-29
"강서구 화곡4동주민센터 3층 문화교실",화곡4동주민센터,강의실,토+일+ 공휴일,09:00,21:00,00:00,00:00,Y,2,20000,0.5,5000,20,28.5,강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 곰달래로57가길 26,,서울특별시 강서구청,화곡4동주민센터,02-2600-7604,http://yeyak.seoul.go.kr/,37.5346853130,126.8608014616,2023-08-29
"강서구 화곡4동주민센터 3층 다목적실",화곡4동주민센터,다목적실,토+일+ 공휴일,09:00,21:00,00:00,00:00,Y,2,30000,0.5,7500,100,135,빔프로젝트+마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 곰달래로57가길 26,,서울특별시 강서구청,화곡4동주민센터,02-2600-7604,http://yeyak.seoul.go.kr/,37.5346853130,126.8608014616,2023-08-29
"강서구 화곡6동주민센터 2층 회의실",화곡6동주민센터,회의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,10,57,마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7671,http://yeyak.seoul.go.kr/,37.5518166582,126.8500612,2023-08-29
"강서구 화곡6동주민센터 3층 다목적실",화곡6동주민센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,25000,1,15000,30,77,빔프로젝트+마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 화곡로 312,,서울특별시 강서구청,화곡6동주민센터,02-2600-7671,http://yeyak.seoul.go.kr/,37.5518166582,126.8500612,2023-08-29
"강서구 화곡8동주민센터 3층 다목적실",화곡8동주민센터,다목적실,일+공휴일,10:00,20:00,09:00,13:00,Y,2,25000,1,12500,50,100,빔프로젝트+마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 곰달래로25길 45,,서울특별시 강서구청,화곡8동주민센터,02-2600-7703,,37.5326511,126.8483205,2023-08-29
"강서구 화곡8동주민센터 3층 창작공방실",화곡8동주민센터,강의실,일+공휴일,10:00,20:00,09:00,13:00,Y,2,20000,1,10000,15,26,강의용테이블 8개+의자 16개+화이트보드,방문,,서울특별시 강서구 곰달래로25길 45,,서울특별시 강서구청,화곡8동주민센터,02-2600-7703,,37.5326511,126.8483205,2023-08-29
"강서구 화곡8동주민센터 지하 공연연습장",화곡8동주민센터,공연연습장,일+공휴일,10:00,20:00,09:00,13:00,Y,2,25000,1,12500,35,53.82,음향기기,방문,,서울특별시 강서구 곰달래로25길 45,,서울특별시 강서구청,화곡8동주민센터,02-2600-7703,,37.5326511,126.8483205,2023-08-29
"강서구 우장산동주민센터 3층 취미교실1",우장산동주민센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,80,149,빔프로젝트+마이크+강의용테이블+의자+화이트보드,인터넷+App+방문,,서울특별시 강서구 우현로 34,,서울특별시 강서구청,우장산동주민센터,02-2600-7732,http://yeyak.seoul.go.kr/,37.5482429,126.8418055,2023-08-29
"강서구 가양1동주민센터 2층 배움방",가양1동주민센터,강의실,토+일,09:00,20:00,00:00,00:00,Y,2,20000,1,10000,20,30,강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 허준로 30,,서울특별시 강서구청,가양1동주민센터,02-2600-7771,http://yeyak.seoul.go.kr/,37.5694625,126.8447046418,2023-08-29
"강서구 가양1동주민센터 3층 다목적실",가양1동주민센터,다목적실,화+목+토+일,09:00,20:00,00:00,00:00,Y,2,30000,1,15000,100,200,빔프로젝터+마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 허준로 30,,서울특별시 강서구청,가양1동주민센터,02-2600-7771,http://yeyak.seoul.go.kr/,37.5694625,126.8447046418,2023-08-29
"강서구 가양1동주민센터 만남의방",가양1동주민센터,회의실,토+일,09:00,20:00,00:00,00:00,Y,2,20000,1,10000,25,33,화이트보드+회의용테이블+의자,방문,,서울특별시 강서구 허준로 30,,서울특별시 강서구청,가양1동주민센터,02-2600-7771,http://yeyak.seoul.go.kr/,37.5694625,126.8447046418,2023-08-29
"강서구 가양2동주민센터 2층 자유학습실",가양2동주민센터,회의실,수+토+일,09:30,17:00,00:00,00:00,Y,2,20000,1,10000,10,40,테이블+의자+화이트보드 등,인터넷+App+방문,,서울특별시 강서구 허준로 93,,서울특별시 강서구청,가양2동주민센터,02-2600-7798,http://yeyak.seoul.go.kr/,37.5673611,126.8512444,2023-08-29
"강서구 가양2동주민센터 2층 평생학습실",가양2동주민센터,다목적실,화+목+토+일,09:30,17:00,00:00,00:00,Y,2,40000,1,20000,10,200,테이블+의자+화이트보드+빔프로젝트,인터넷+App+방문,,서울특별시 강서구 허준로 93,,서울특별시 강서구청,가양2동주민센터,02-2600-7798,http://yeyak.seoul.go.kr/,37.5673611,126.8512444,2023-08-29
"강서구 가양3동주민센터 3층 다목적실",가양3동주민센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,50,181,빔프로젝트+마이크+강의용테이블+의자,인터넷+App+방문,,서울특별시 강서구 허준로 202,,서울특별시 강서구청,가양3동주민센터,02-2600-7848,http://yeyak.seoul.go.kr/,37.5610415,126.8605536,2023-08-29
"강서구 가양3동주민센터 3층 강의실",가양3동주민센터,강의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,20000,1,10000,15,50,빔프로젝트+강의용테이블+의자,인터넷+App+방문,,서울특별시 강서구 허준로 202,,서울특별시 강서구청,가양3동주민센터,02-2600-7848,http://yeyak.seoul.go.kr/,37.5610415,126.8605536,2023-08-29
"강서구 발산1동주민센터 2층 배움터",발산1동주민센터,강의실,토+일,09:30,17:30,00:00,00:00,Y,2,20000,1,10000,25,54,강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 강서로47길 54,,서울특별시 강서구청,발산1동주민센터,02-2600-7875,http://yeyak.seoul.go.kr/,37.5531162952,126.8331711,2023-08-29
"강서구 발산1동주민센터 3층 다목적실",발산1동주민센터,다목적실,일,09:00,21:00,09:00,13:00,Y,2,40000,1,20000,150,253,빔프로젝트+마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 강서로47길 54,,서울특별시 강서구청,발산1동주민센터,02-2600-7875,http://yeyak.seoul.go.kr/,37.5531162952,126.8331711,2023-08-29
"강서구 발산1동주민센터 4층 라이브무대",발산1동주민센터,기타,일,09:00,21:00,09:00,13:00,Y,2,20000,1,20000,45,70,빔프로젝트+마이크+강의용테이블+의자,방문,,서울특별시 강서구 강서로47길 54,,서울특별시 강서구청,발산1동주민센터,02-2600-7875,http://yeyak.seoul.go.kr/,37.5531162952,126.8331711,2023-08-29
"강서구 발산1동주민센터 4층 배움터",발산1동주민센터,강의실,일,09:00,21:00,09:00,13:00,Y,2,20000,1,10000,20,38,강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 강서로47길 54,,서울특별시 강서구청,발산1동주민센터,02-2600-7875,http://yeyak.seoul.go.kr/,37.5531162952,126.8331711,2023-08-29
"강서구 공항동주민센터 1층 프로그램실",공항동주민센터,강의실,토+일,10:00,21:00,00:00,00:00,Y,2,30000,1,15000,50,100,강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 송정로 45,,서울특별시 강서구청,공항동주민센터,02-2600-7999,http://yeyak.seoul.go.kr/,37.5587828080,126.8100905,2023-08-29
"강서구 공항동주민센터 2층 다목적실",공항동주민센터,다목적실,토+일,13:00,21:00,00:00,00:00,Y,2,35000,1,17500,100,184,빔프로젝트+마이크+강의용테이블+의자+화이트보드,방문,,서울특별시 강서구 송정로 45,,서울특별시 강서구청,공항동주민센터,02-2600-7999,http://yeyak.seoul.go.kr/,37.5587828080,126.8100905,2023-08-29
"강서구 방화2동주민센터 4층 프로그램 4",방화2동주민센터,강의실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,25000,0.5,6250,25,,빔프로젝트+마이크+강의용테이블+의자,방문,,서울특별시 강서구 개화동로21길 52,,서울특별시 강서구청,방화2동주민센터,02-2600-5204,,37.5717615334,126.8058552684,2023-08-29
"강서구 방화2동 주민센터 5층 다목적실",방화2동주민센터,다목적실,토+일+공휴일,09:00,18:00,00:00,00:00,Y,2,40000,0.5,10000,100,,빔프로젝트+마이크+강의용테이블+의자,방문,,서울특별시 강서구 개화동로21길 52,,서울특별시 강서구청,방화2동주민센터,02-2600-5204,,37.5717615334,126.8058552684,2023-08-29
"강서구 방화3동주민센터 2층 북카페",방화3동주민센터,기타,토+일,09:00,18:00,00:00,00:00,N,,,,,50,107,보유장서 약 3634권+북카페,방문,,서울특별시 강서구 금낭화로24길 5,,서울특별시 강서구청,방화3동주민센터,02-2600-5244,http://yeyak.seoul.go.kr/,37.5787189637,126.813683,2023-08-29
"강서구 방화3동주민센터 3층 어학실",방화3동주민센터,강의실,토+일,13:00,21:00,00:00,00:00,Y,2,20000,1,10000,10,53,의자+강의용 테이블+화이트보드,인터넷+App+방문,,서울특별시 강서구 금낭화로24길 5,,서울특별시 강서구청,방화3동주민센터,02-2600-5244,http://yeyak.seoul.go.kr/,37.5787189637,126.813683,2023-08-29
"강서구 방화3동주민센터 취미교실",방화3동주민센터,강의실,토+일,14:00,18:00,00:00,00:00,Y,2,20000,1,10000,20,48,의자+화이트보드+빔프로젝터,인터넷+App+방문,,서울특별시 강서구 금낭화로24길 5,,서울특별시 강서구청,방화3동주민센터,02-2600-5244,http://yeyak.seoul.go.kr/,37.5787189637,126.813683,2023-08-29
